SLEOP_ID,Candidate_SLEOP_ID,ElectionDate,ElectionType,ResultType,ElectionConstituency,ElectionDistrict,ElectionRegion,CandidateFirstName,CandidateSurname,CandidatePoliticalParty,CandidatePoliticalPartyColor,ElectionRound,ValidVotes,ValidVotesPercent,Winner,ResultStatus,CandidatePhoto,SLOEDP_UUID,Candidate_SLEOP_UUID,CandidateOtherNames,CandidateFullname
5721,5399,1996-02-27,"MP - Proportional Representation","District Results",,Kenema,,National,Movement,NUM,808080,"First Round",112,0.00,No,Final/Certified,/sites/default/files/2023-05/default-party-symbol_2.jpg,f40fd2cf-a3eb-4d44-b4e7-a82ed886d1fb,844e4015-8c53-4da3-9d48-cac7d153e596,Unity,"National Unity Movement"
3247,3195,2018-03-07,Parliamentary,"Constituency Results","Constituency 91",Bonthe,,Yayah,Bah,C4C,d68910,"First Round",111,0.58,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,cf513a41-96b3-44c6-8d14-a5f601e641c3,e2076732-cc60-45cd-bef1-56d203469099,,"Yayah Bah"
3249,3196,2018-03-07,Parliamentary,"Constituency Results","Constituency 91",Bonthe,,Malcolm,Bannister,PMDC,f3881e,"First Round",111,0.58,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,d58f2eb1-bc49-45be-b44b-ab72ed5a1a4f,b5ff3bc3-e493-411d-a999-aa6301db480e,,"Malcolm Bannister"
5814,,2012-11-17,Parliamentary,"Constituency Results","Constituency 104","Western Area Urban",,,,PMDC,f3881e,"First Round",108,0.41,No,Final/Certified,,fc948b05-92ca-4e89-9ff6-8fd51f0f5b70,,,
3328,,2018-03-07,Parliamentary,"Constituency Results","Constituency 120","Western Area Urban",,,,CDP,f1c40f,"First Round",108,0.57,No,Final/Certified,,aaf89850-2dee-4c11-bcd6-a6010562ffae,,,
5102,6086,2012-11-17,Parliamentary,"Constituency Results","Constituency 9",Kenema,,Gladys,Momoh,CDP,f1c40f,"First Round",107,0.42,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png,f5878faa-ff12-4c9f-931a-c1d314c34388,9ea89412-070f-46db-859d-67393f5a9cf8,,"Gladys Momoh"
4382,4381,2012-11-17,Parliamentary,"Constituency Results","Constituency 65",Tonkolili,,Alie,Jalloh,PMDC,f3881e,"First Round",106,0.60,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,b3b6b04b-e9f2-49b7-a972-e2f4ccf22694,899a54d7-c913-4605-aaf1-734d935e460a,,"Alie Jalloh"
5074,4685,2012-11-17,Parliamentary,"Constituency Results","Constituency 8",Kailahun,,Minkailu,Yankuba,NDA,1F681B,"First Round",106,0.54,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,70e39621-6e90-456b-86c5-7e45e1fae39e,8bb2ac3e-57ad-46b5-a9c9-4d8631837fca,,"Minkailu Yankuba"
4390,4389,2012-11-17,Parliamentary,"Constituency Results","Constituency 66",Tonkolili,,Alie,Jalloh,PMDC,f3881e,"First Round",106,0.60,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,b8a3c4e2-8c6e-4f58-8863-3ff72a86e741,9f70c4dd-c3d9-49b3-ac8e-27feb5a63a0f,,"Alie Jalloh"
4309,4307,2012-11-17,Parliamentary,"Constituency Results","Constituency 58","Port Loko",,Ahmed,Sesay,PDP,1E90FF,"First Round",105,0.51,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,b9ba139c-ef84-4766-aca3-aa7007ab94f5,2a527a06-5d3e-4ab9-8eb5-7fd7f7ea7502,Bai,"Ahmed Bai Sesay"
2554,224,2018-03-07,Parliamentary,"Constituency Results","Constituency 21",Kenema,,Francis,Brima,CDP,f1c40f,"First Round",105,0.36,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,643ae73c-52f5-4186-a117-596a93a2dbc1,423e9aaf-8748-4a79-a7d0-d672639b51ac,,"Francis Brima"
1847,162,2018-03-07,Parliamentary,"Constituency Results","Constituency 11",Kenema,,Lahai,Sheriff,ADP,ff339f,"First Round",105,0.46,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,8d091ffe-d6f4-4d57-acb9-f69d148ffec9,d5a72723-6d0d-4431-9ab0-d9264b24482b,,"Lahai Sheriff"
4876,3124,2012-11-17,Parliamentary,"Constituency Results","Constituency 68",Bo,,Sheik,Tarawalie,PLP,3e59a9,"First Round",105,0.44,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,6808bdf3-4798-42f4-9fc8-09bcf4bee2ac,b7d22cd5-afe8-4d52-ac84-fc48f85bc584,"Abu Bakarr","Sheik Abu Bakarr Tarawalie"
3178,3177,2012-11-17,Parliamentary,"Constituency Results","Constituency 29",,,Issa,Turay,CDP,f1c40f,"First Round",103,0.44,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,1dc01d88-582f-44f0-86e3-23b97b1128d4,49be05ae-8762-4246-88dc-082d1ea16a20,,"Issa Turay"
4913,4912,2012-11-17,Parliamentary,"Constituency Results","Constituency 72",Bo,,Samuel,Clinton,UDM,9900cc,"First Round",103,0.59,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,e519ec45-c312-4977-ac14-fb2716fb7241,22391217-cc05-49df-9f2c-f8041557bfc1,,"Samuel Clinton"
2802,2316,2018-03-07,Parliamentary,"Constituency Results","Constituency 103",,,Modidoh,Kuyateh,ADP,ff339f,"First Round",101,0.61,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,d68009c1-63b6-407b-abda-f8bbefdd8d78,9f071931-1bdd-45cf-9f22-a702b657008b,,"Modidoh Kuyateh"
3914,3909,2012-11-17,Parliamentary,"Constituency Results","Constituency 43",Koinadugu,,Foday,Kamara,UDM,9900cc,"First Round",101,0.50,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,19cc69ae-87c1-4f31-a5e8-961750fa84a3,5dbddded-91b0-4312-8595-f5cfa2e40943,Yusuf,"Foday Yusuf Kamara"
5824,,2012-11-17,Parliamentary,"Constituency Results","Constituency 105","Western Area Urban",,,,CDP,f1c40f,"First Round",101,0.48,No,Final/Certified,,63bb5c47-99c8-4482-8de2-5a75234b1358,,,
5941,,2012-11-17,Parliamentary,"Constituency Results","Constituency 112","Western Area Urban",,,,PDP,1E90FF,"First Round",100,0.34,No,Final/Certified,,22a00600-ad13-4692-8f7e-44032c94a8a8,,,
2541,211,2018-03-07,Parliamentary,"Constituency Results","Constituency 19",Kenema,,Al-Hosein,Mansaray,ReNIP,0d3ac8,"First Round",100,0.36,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,75514d56-89db-49a4-92c3-cd1e1186b50b,d3176317-8144-438a-ab4f-7226abf4d779,,"Al-Hosein Mansaray"
4890,,2012-11-17,Parliamentary,"Constituency Results","Constituency 69",Bo,,,,PDP,1E90FF,"First Round",99,0.36,No,Final/Certified,,3ee0e79b-51e5-4d22-9bac-6047d9526434,,,
4962,4064,2012-11-17,Parliamentary,"Constituency Results","Constituency 80",Bonthe,,Mohamed,Sheriff,CDP,f1c40f,"First Round",99,0.53,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,8062897a-6496-464b-936f-b3fd0b6c40a4,d426ea60-ebea-4b32-b481-62709a0be71f,,"Mohamed Sheriff"
4914,3551,2012-11-17,Parliamentary,"Constituency Results","Constituency 72",Bo,,Augustine,Davies,NDA,1F681B,"First Round",99,0.57,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,b1644909-da86-43c8-b26f-8fb0aa5deb64,c3e6e8be-5eee-4cf1-bb41-1d2fb0e2de7d,,"Augustine Davies"
5852,,2012-11-17,Parliamentary,"Constituency Results","Constituency 106","Western Area Urban",,,,RUFP,996633,"First Round",98,0.42,No,Final/Certified,,9bee3b12-978d-4c81-8f43-f998b32a217c,,,
5854,,2012-11-17,Parliamentary,"Constituency Results","Constituency 106","Western Area Urban",,,,PLP,3e59a9,"First Round",98,0.42,No,Final/Certified,,9d8fe315-dac7-45d4-9a5a-716933db6fae,,,
2617,398,2018-03-07,Parliamentary,"Constituency Results","Constituency 35",Bombali,,Dennis,Shebureh,C4C,d68910,"First Round",97,0.80,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,0995a143-bc89-46be-acf3-f4a9616e8542,2051d86f-96b4-4676-a9de-c2a8e90a2976,,"Dennis Shebureh"
5029,,2012-11-17,Parliamentary,"Constituency Results","Constituency 98","Western Area Urban",,,,UNPP,cccc00,"First Round",97,0.45,No,Final/Certified,,4af5c321-b903-4e59-b00b-4af1edf8f84a,,,
5075,4418,2012-11-17,Parliamentary,"Constituency Results","Constituency 82",Moyamba,,John,Smart,PDP,1E90FF,"First Round",94,0.48,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,b48115b4-9cee-4116-819e-5da0bd31f0d7,63ba7e93-0fd9-4aec-9432-5c6f081ffc69,,"John Smart"
6360,208,2018-03-07,Parliamentary,"Constituency Results","Constituency 18",Kenema,,Habib,Sesay,CDP,f1c40f,"First Round",94,0.86,No,Provisional,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,6c361ce3-e26b-4a5c-876c-e51047004496,0ebe4776-565a-41ba-97d5-57b2fc19ee7c,,"Habib Sesay"
2553,223,2018-03-07,Parliamentary,"Constituency Results","Constituency 20",Kenema,,Mustapha,Sonny,CDP,f1c40f,"First Round",93,0.32,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,01bec0e1-a257-442d-acec-a8bcd68e0afe,664feffc-2e41-47e7-a6c4-2a875283fcc5,,"Mustapha Sonny"
2597,335,2018-03-07,Parliamentary,"Constituency Results","Constituency 32",Bombali,,Sheka,Sillah,CDP,f1c40f,"First Round",93,0.45,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,ba0bde2c-3cfb-48ac-bffd-5a038be4fb05,e8d89776-baaf-48fc-9487-6b1d07e3f2ee,,"Sheka Sillah"
2662,2656,2018-03-07,Parliamentary,"Constituency Results","Constituency 48",Tonkolili,,Alfred,Turay,C4C,d68910,"First Round",92,0.42,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,cb1aedb6-6c49-4201-b0a6-4c12b7db91ad,2e1733b4-3842-4c95-b058-595e77487250,,"Alfred Turay"
4326,4325,2012-11-17,Parliamentary,"Constituency Results","Constituency 59",Tonkolili,,Emmanuel,Smith,CDP,f1c40f,"First Round",92,0.50,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,2593714c-cf67-4c06-bee3-e252fe8f3784,b84b0c25-9e3a-4fdf-acf7-ba3e56b89b3f,,"Emmanuel Smith"
5620,5354,1996-02-27,"MP - Proportional Representation","District Results",,Pujehun,,National,Party,NADP,cccccc,"First Round",92,0.00,No,Final/Certified,/sites/default/files/2023-05/default-party-symbol_0.jpg,4f4920e0-73bf-44aa-8bfe-3468fe1516e4,2b4baafd-219f-45fc-82eb-51164e46b6eb,"Alliance Democrate","National Alliance Democratic Party"
2744,2575,2018-03-07,Parliamentary,"Constituency Results","Constituency 99",,,Samu,Duwai,UP,99ccff,"First Round",92,0.81,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,b0b955cb-8131-4434-8e5e-3e0a5cdebbfa,5a6b4dcd-3517-4829-ad76-a60ade84dc54,,"Samu Duwai"
2569,326,2018-03-07,Parliamentary,"Constituency Results","Constituency 31",Bombali,,Ibrahim,Kamara,CDP,f1c40f,"First Round",91,0.71,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,9318f26e-311a-48dd-8557-a7714add67b5,3869bfd3-e1b9-41dd-bac1-05e5bcfda36f,,"Ibrahim Kamara"
1716,142,2018-03-07,Parliamentary,"Constituency Results","Constituency 8",Kailahun,,Sulaiman,Lahai,NGC,4b0082,"First Round",91,0.54,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,7ba2811b-98b2-40ec-99fe-1fcc7fe51f93,9ba17b99-9a57-47b9-8811-93322ea0d7f2,,"Sulaiman Lahai"
2603,340,2018-03-07,Parliamentary,"Constituency Results","Constituency 33",Bombali,,Abdullrhaman,Thullah,C4C,d68910,"First Round",90,0.57,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,b076f1a1-a7b2-493e-9d8f-26100a532bde,1c930b22-d8d5-46b9-9420-febc7f388407,,"Abdullrhaman Thullah"
5425,,1996-02-27,"MP - Proportional Representation","District Results",,Bonthe,,,,PNC,808080,"First Round",90,0.00,No,Final/Certified,,f8420dc2-5df5-4169-95b3-28c0283cea47,,,
5076,4689,2012-11-17,Parliamentary,"Constituency Results","Constituency 8",Kailahun,,Mustapha,Vandi,UDM,9900cc,"First Round",89,0.45,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,1e5648c9-2da1-4200-8418-2d8a1d996e4d,71b27d10-2336-4119-9caa-154d9b24537a,,"Mustapha Vandi"
4968,,2012-11-17,Parliamentary,"Constituency Results","Constituency 96","Western Area Urban",,,,RUFP,996633,"First Round",89,0.32,No,Final/Certified,,d9ecff39-f389-4b6e-84ac-ba951930c8e6,,,
5702,5354,1996-02-27,"MP - Proportional Representation","District Results",,Kailahun,,National,Party,NADP,cccccc,"First Round",89,0.00,No,Final/Certified,/sites/default/files/2023-05/default-party-symbol_0.jpg,23286d50-337f-4e6c-b987-c57dcbae63a0,2b4baafd-219f-45fc-82eb-51164e46b6eb,"Alliance Democrate","National Alliance Democratic Party"
5827,,2012-11-17,Parliamentary,"Constituency Results","Constituency 105","Western Area Urban",,,,PDP,1E90FF,"First Round",89,0.42,No,Final/Certified,,fe08ee16-5b8b-417b-8afe-7b1a79d124d6,,,
5160,4494,2012-11-17,Parliamentary,"Constituency Results","Constituency 87",Pujehun,,Jacob,Koiwa,UNPP,cccc00,"First Round",88,0.56,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,8e8abbba-afa1-457e-a6d9-51ba08c34ed1,43af42f3-d84c-4368-8b38-fc3b632d11b8,,"Jacob A.Koiwa"
4752,2317,2018-03-07,Parliamentary,"Constituency Results","Constituency 126","Western Area Urban",,Mohamed,Mansaray,CDP,f1c40f,"First Round",87,0.36,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,60ee98c3-31b7-47dd-95c0-c4d1fc8be1dc,37064918-08c0-478a-a99f-7fb3f0d6e46f,,"Mohamed Mansaray"
1730,157,2018-03-07,Parliamentary,"Constituency Results","Constituency 10",Kailahun,,Michael,Yendewa,NGC,4b0082,"First Round",86,0.87,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,2b3c55bf-d777-4589-b383-23722f6ec8be,12813893-4ac4-409a-88f0-bc7e1df703d3,,"Michael Yendewa"
2737,2318,2018-03-07,Parliamentary,"Constituency Results","Constituency 115",,,Musa,Kamara,CDP,f1c40f,"First Round",86,0.44,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,454daed1-2b7b-497b-b5fa-68407000417e,19c82294-6284-41b3-90e3-3372d0b72cfc,,"Musa Kamara"
2745,2576,2018-03-07,Parliamentary,"Constituency Results","Constituency 99",,,Mohamed,Feika,CDP,f1c40f,"First Round",86,0.76,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,bb3adf35-e0e9-4a84-a9ef-a9d53bc82bff,00294a65-e8fd-421b-b049-03d71c2e8e33,,"Mohamed Feika"
1696,122,2018-03-07,Parliamentary,"Constituency Results","Constituency 5",Kailahun,,Martyn,Kaipumoh,ADP,ff339f,"First Round",84,0.49,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,41ab187b-9301-41c4-a51c-aa8ccd709790,1304ee32-65e9-4238-bc35-3e05fff4278e,,"Martyn Kaipumoh"
4742,2319,2018-03-07,Parliamentary,"Constituency Results","Constituency 125","Western Area Urban",,Amara,Sesay,CDP,f1c40f,"First Round",84,0.33,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,62713bac-02ae-406b-90af-c1576a6002db,440c4487-788f-400e-b388-5b6c236b140f,,"Amara Sesay"
4330,4328,2012-11-17,Parliamentary,"Constituency Results","Constituency 59",Tonkolili,,Sorie,Sesay,UNPP,cccc00,"First Round",84,0.45,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,624b8c61-3906-4ed4-8e05-0086e06b79fb,6d8c604c-ed91-46e2-9f5a-bc7bd6c8f3b0,,"Sorie Sesay"
5708,5421,1996-02-27,"MP - Proportional Representation","District Results",,Kailahun,,People's,Convention,PNC,808080,"First Round",83,0.00,No,Final/Certified,/sites/default/files/2023-05/default-party-symbol_3.jpg,f45f3e63-b14b-4cdc-9868-f3336a712bb2,df0ef06d-ae42-4bf6-ba49-60d4380cc3f6,,"People's National Convention"
1195,104,2018-03-07,Parliamentary,"Constituency Results","Constituency 2",Kailahun,,Abu,Jalloh,CDP,f1c40f,"First Round",83,1.12,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,238f7dad-60b6-49c6-a353-e910aed699ce,fc871f6d-23f7-4747-a0bf-5303081ef775,,"Abu Jalloh"
1851,167,2018-03-07,Parliamentary,"Constituency Results","Constituency 12",Kenema,,Sheku,Koroma,C4C,d68910,"First Round",83,0.36,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,84dab003-c4ca-4fb9-9252-24319eefd9d9,c87f5192-2e11-435b-99f7-9244b8eac0b2,,"Sheku Koroma"
5483,,2012-11-17,Parliamentary,"Constituency Results","Constituency 101","Western Area Urban",,,,PMDC,f3881e,"First Round",83,0.31,No,Final/Certified,,ad2f47c3-88da-4c07-b272-bcf24f0be5e6,,,
5183,4011,2012-11-17,Parliamentary,"Constituency Results","Constituency 19",Kenema,,Wangaid,Jenkins,PLP,3e59a9,"First Round",83,0.46,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,7db02201-b3c5-4515-9990-cc8ad007c580,7004b031-92af-40c0-b7bc-042da52fdbee,"Abu Bakarr","Wangaid Abu Bakarr Jenkins"
5682,5431,1996-02-27,"MP - Proportional Representation","District Results",,Pujehun,,People's,Progressive,PPP,B0E0E6,"First Round",83,0.00,No,Final/Certified,/sites/default/files/2023-05/default-party-symbol_4.jpg,4763ee1f-0fbb-46ad-bc50-17ec6dd32a0b,840261c6-df76-42d9-9642-c50aad1dd8c5,,"People's Progressive Party"
1712,138,2018-03-07,Parliamentary,"Constituency Results","Constituency 8",Kailahun,,Lahai,Dominic,CDP,f1c40f,"First Round",82,0.48,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,5694cbc4-f473-4b29-9f04-33094cad0b31,f287712a-5b19-4fd1-8605-31d04f4142eb,,"Lahai Dominic"
2605,341,2018-03-07,Parliamentary,"Constituency Results","Constituency 34",Bombali,,Alpha,Fornah,CDP,f1c40f,"First Round",81,4.72,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,290adfce-3447-49e7-85af-1b1893a5e07d,a193e023-d3dd-412c-9dcb-2ba974012778,,"Alpha Fornah"
5046,4651,2012-11-17,Parliamentary,"Constituency Results","Constituency 4",Kailahun,,Mohamed,Kanneh,IND,CCCCCC,"First Round",81,0.79,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,1ac7abac-1f61-468c-8bfa-cfd7921d0578,a20da40d-e5fa-40f8-8717-46882f68c960,,"Mohamed Kanneh"
3339,2320,2018-03-07,Parliamentary,"Constituency Results","Constituency 121","Western Area Urban",,Alie,Noah,CDP,f1c40f,"First Round",81,0.37,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,36385a90-7c94-4d76-859d-90e10583e418,18e75961-4aec-4955-8676-ba2fc9dff5d0,,"Alie Noah"
5204,4086,2012-11-17,Parliamentary,"Constituency Results","Constituency 21",Kono,,Alice,Gbendeba,UNPP,cccc00,"First Round",81,0.47,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png,8e93af22-aa65-49da-9faa-f57e1804d99e,80106d5f-7686-4d2a-9e4c-7560ef279496,,"Alice Gbendeba"
4903,3445,2012-11-17,Parliamentary,"Constituency Results","Constituency 70",Bo,,Ayoe,Thorpe-wyse,PDP,1E90FF,"First Round",80,0.33,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,c02cd524-21ac-4e09-abbd-887c985aba4f,fa118f6a-6507-4b4c-b001-38d8bcfe7096,,"Ayoe Thorpe- wyse"
5130,3716,2012-11-17,Parliamentary,"Constituency Results","Constituency 11",Kenema,,James,Vibbi,IND,CCCCCC,"First Round",79,0.38,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,aad543f5-076a-43d7-a2f9-b57938305a05,7b2d6a76-65ea-4d33-abe5-053eadbf0440,,"James Vibbi"
5120,3641,2012-11-17,Parliamentary,"Constituency Results","Constituency 10",Kenema,,Ibrahim,Sesay,RUFP,996633,"First Round",78,0.32,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,10d613d5-5b6f-412f-9cf3-8bb53b8e9702,2082c440-5597-4d17-ad87-d90091738304,Jr.,"Ibrahim Jr. Sesay"
3559,3141,2018-03-07,Parliamentary,"Constituency Results","Constituency 75","Port Loko",,Sulaiman,Kamara,NPD,3498DB,"First Round",78,0.51,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,51d02bbe-0c31-4212-bb86-573a03d427d9,727bd54b-d601-4117-a66d-59d871be1fed,,"Sulaiman Kamara"
5990,5421,1996-02-27,"MP - Proportional Representation","District Results",,Tonkolili,,People's,Convention,PNC,808080,"First Round",77,0.00,No,Final/Certified,/sites/default/files/2023-05/default-party-symbol_3.jpg,ef87e0c1-06dc-456b-a281-7e7399b21384,df0ef06d-ae42-4bf6-ba49-60d4380cc3f6,,"People's National Convention"
4935,,2012-11-17,Parliamentary,"Constituency Results","Constituency 75",Bo,,,,CDP,f1c40f,"First Round",77,0.40,No,Final/Certified,,ae274e96-31ff-4af5-9acf-ca344fed83fa,,,
2512,185,2018-03-07,Parliamentary,"Constituency Results","Constituency 14",Kenema,,Edward,Nabieu,C4C,d68910,"First Round",76,0.78,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,daacf1b6-ff90-4f57-b653-2fbed8b0f32f,74caef90-6cc3-469a-9e48-3dc564fef0f8,,"Edward Nabieu"
5916,5392,1996-02-27,"MP - Proportional Representation","District Results",,Koinadugu,,National,Party,NPP,808080,"First Round",76,0.00,No,Final/Certified,/sites/default/files/2023-05/default-party-symbol_1.jpg,781189ee-4156-4962-8cee-b1bf7ad7b00f,32ef86a3-a6c7-46f4-bc16-55160c8288c1,People,"National People's Party"
2615,397,2018-03-07,Parliamentary,"Constituency Results","Constituency 35",Bombali,,Abduraman,Kamara,CDP,f1c40f,"First Round",76,0.63,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,32ba00b4-82cf-473e-8d33-1564d4658541,96f836dd-8806-4a80-a25f-44868e6e2dbb,,"Abduraman Kamara"
2895,2753,2018-03-07,Parliamentary,"Constituency Results","Constituency 52",Tonkolili,,Osman,Turay,NPD,3498DB,"First Round",75,0.64,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,392232f5-2afe-4323-bf18-63804a91e5ee,d23acebe-7f96-4d09-9601-6e3c53745586,,"Osman Turay"
2621,402,2018-03-07,Parliamentary,"Constituency Results","Constituency 36",Bombali,,Amadu,Kabia,CDP,f1c40f,"First Round",75,0.44,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,894b398f-6e64-46d3-8a6f-673dd05e7a91,9f38234b-d14e-42a2-8757-4424ce4c7c40,,"Amadu  Kabia"
2783,2753,2018-03-07,Parliamentary,"Constituency Results","Constituency 52",,,Osman,Turay,NPD,3498DB,"First Round",75,0.64,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,1a57ba5e-5d33-459c-b775-b1d3400408e1,d23acebe-7f96-4d09-9601-6e3c53745586,,"Osman Turay"
2810,2321,2018-03-07,Parliamentary,"Constituency Results","Constituency 104",,,Esther,Sama,IND,CCCCCC,"First Round",75,0.61,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png,9614f991-acd0-4d9a-80e0-4f125f56c774,0fd57667-11bf-4b4c-8c80-a92f2dd002e2,,"Esther Sama"
5625,,1996-02-27,"MP - Proportional Representation","District Results",,Pujehun,,,,NDA,1F681B,"First Round",74,0.00,No,Final/Certified,,54d619ce-6e4a-46bb-b405-88cdfdde053b,,,
5257,4167,2012-11-17,Parliamentary,"Constituency Results","Constituency 25",Kono,,Emmanuel,Gbessekewa,RUFP,996633,"First Round",73,0.63,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,ce8629fd-dabf-4388-8e1d-e7e6f7e9c0d2,17e3294b-777e-4d2e-8aff-f3a31a7f5aad,,"Emmanuel Gbessekewa"
2518,189,2018-03-07,Parliamentary,"Constituency Results","Constituency 15",Kenema,,Stephen,Kamanda,ADP,ff339f,"First Round",73,0.43,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,9f033e7e-b442-4717-80d3-54d7608e4d46,3b64d272-df3b-421d-b768-c74b79072cc8,,"Stephen Kamanda"
5491,,2012-11-17,Parliamentary,"Constituency Results","Constituency 101","Western Area Urban",,,,CDP,f1c40f,"First Round",73,0.27,No,Final/Certified,,327bf7af-475f-4de2-a9cc-edb48e3cd348,,,
6101,,1996-02-27,"MP - Proportional Representation","District Results",,Bonthe,,,,NDA,1F681B,"First Round",72,0.00,No,Final/Certified,,8009b900-0807-416d-88ed-4e7aa9ef7795,,,
4743,2322,2018-03-07,Parliamentary,"Constituency Results","Constituency 125","Western Area Urban",,Victor,Willoughby,NPD,3498DB,"First Round",70,0.27,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,58226ebf-11fa-4c47-ad31-985d012b7950,d4c1be84-b59e-4642-bdad-d985c7cd3d38,,"Victor Willoughby"
2628,1069,2018-03-07,Parliamentary,"Constituency Results","Constituency 37",Bombali,,Hassan,Kamara,RUFP,996633,"First Round",69,0.25,No,Final/Certified,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png,a5278e89-af6b-4a01-843b-a65960a4b9c4,e4f9bde4-98cd-48ae-b8b7-e2e5b076c298,,"Hassan Kamara"
